id,lat,lon,start_date,end_date
60,51.51787,-0.12575,2015-07-01,2015-08-21
2,51.51678,-0.12664,2015-07-01,2017-02-14
12,51.4934,-0.22403,2015-07-01,2018-01-31
40,51.53792,0.03406,2015-08-02,2017-03-24
56,51.519908,-0.117557,2015-08-18,2015-08-25
55,52.47927,-0.92198,2015-08-21,2016-07-07
42,52.47888,-0.92168,2015-08-21,2015-10-19
8,51.51806,-0.11111,2015-08-21,2015-11-13
54,52.47776,-0.92009,2015-08-21,2016-07-06
46,52.47831,-0.91984,2015-09-04,2016-02-01
63,52.47954,-0.9044,2015-09-07,2015-10-19
45,52.47798,-0.91805,2015-09-15,2016-07-06
18,51.45281,-0.97052,2015-09-23,2016-10-06
21,51.5036,-0.21888,2015-09-23,2015-01-20
32,51.47238,-0.06955,2015-09-24,2016-09-12
36,51.46079,-0.01069,2015-09-30,2016-06-18
79,51.58738,-0.06113,2015-10-01,2016-07-15
48,51.45618,0.14796,2015-10-02,2015-11-03
58,53.79708,-1.54089,2015-10-08,2016-07-02
73,53.8002,-1.54383,2015-10-08,2016-10-01
25,53.80169,-1.54492,2015-10-08,2016-12-04
64,53.78814,-1.53997,2015-10-09,2017-03-26
50,53.86853,-1.7033,2015-10-09,2016-11-13
23,53.48224,-2.24037,2015-10-12,2015-11-20
68,53.48034,-2.2378,2015-10-12,2016-02-04
76,53.4971,-2.2339,2015-10-12,2016-05-06
81,53.592075,-2.296512,2015-10-13,2016-09-02
87,51.58839,-0.05944,2015-10-13,2016-11-08
14,51.49333,-0.22425,2015-10-13,2016-03-20
71,53.74852,-2.48223,2015-10-13,2016-01-18
28,52.62699,1.29432,2015-10-16,2016-03-11
42,52.47888,-0.92168,2015-10-19,2016-02-03
47,52.47748,-0.92211,2015-10-20,2016-07-07
43,52.47921,-0.92187,2015-10-20,2016-07-07
44,52.48027,-0.92338,2015-10-20,2016-02-20
63,52.47954,-0.9044,2015-10-23,2016-03-14
1,51.52021,-0.12275,2015-10-27,2016-11-09
48,51.45618,0.14796,2015-11-03,2017-02-25
10,51.52329,-0.10053,2015-11-12,2017-02-01
41,51.73122,0.47458,2015-11-18,2016-02-26
85,51.73434,0.47171,2015-11-18,2016-02-26
70,52.47942,-0.92222,2015-11-23,2016-02-03
93,53.80136,-1.54477,2015-11-26,2016-02-21
66,51.65903,-0.40062,2015-11-26,2016-03-08
39,51.41146,-0.3002,2015-11-27,2016-03-23
3,51.52128,-0.1237,2015-12-03,2016-09-11
83,51.515872322007496,-0.12671855819702982,2015-12-03,2016-05-17
29,52.63654,-1.13319,2015-12-07,2016-08-23
19,51.75337,-1.26248,2015-12-08,2016-01-27
16,53.95854,-1.07986,2015-12-08,2016-06-28
27,53.81724,-3.05427,2015-12-12,2016-07-04
20,52.20175,0.12523,2015-12-12,2016-02-01
35,51.43471,-0.51239,2015-12-14,2016-08-25
38,51.37525,-0.1012,2015-12-16,2016-08-24
96,51.5346,-0.10595,2015-12-16,2016-08-23
95,51.5346,-0.10595,2015-12-16,2016-08-23
92,51.51384,-0.08682,2015-12-22,2016-01-05
91,51.51384,-0.08682,2015-12-22,2016-01-05
89,51.51384,-0.08682,2015-12-22,2016-01-05
88,51.51384,-0.08682,2015-12-22,2016-01-05
92,51.51384,-0.08682,2016-01-05,2016-05-15
91,51.51384,-0.08682,2016-01-05,2016-06-14
89,51.51384,-0.08682,2016-01-05,2016-02-02
88,51.51384,-0.08682,2016-01-05,2016-06-14
78,51.49255,-0.22395,2016-01-14,2016-06-15
52,51.49185,-0.22409,2016-01-14,2016-02-01
5,51.49273,-0.22426,2016-01-14,2016-06-15
6,51.49215,-0.22356,2016-01-14,2016-08-02
7,51.49171,-0.22361,2016-01-14,2016-08-02
71,53.74852,-2.48223,2016-01-18,2016-02-03
19,51.75337,-1.26248,2016-01-27,2016-08-03
52,51.49185,-0.22409,2016-02-01,2016-02-10
20,52.20175,0.12523,2016-02-01,2016-05-08
46,52.47831,-0.91984,2016-02-01,2016-03-04
61,51.49226,-0.22374,2016-02-01,2016-04-21
89,51.51384,-0.08682,2016-02-02,2016-04-21
71,53.74852,-2.48223,2016-02-03,2016-03-13
70,52.47942,-0.92222,2016-02-03,2016-07-07
68,53.48034,-2.2378,2016-02-04,2016-03-22
52,51.49185,-0.22409,2016-02-10,2016-04-06
75,51.41893,-2.58739,2016-02-18,2016-05-27
30,51.56449,-0.13505,2016-02-20,2016-04-07
84,51.51591,-0.12772,2016-02-22,2016-05-17
22,51.52002,-0.12218,2016-02-23,2016-03-29
94,50.91652,-1.45331,2016-02-25,2016-07-04
15,53.95697,-1.07959,2016-03-01,2016-06-27
31,53.95737,-1.07965,2016-03-01,2016-06-27
17,53.95735,-1.07995,2016-03-01,2016-06-27
13,51.51738,-0.12013,2016-03-03,2016-04-07
46,52.47831,-0.91984,2016-03-04,2016-07-06
86,51.51564,-0.12785,2016-03-11,2016-10-18
28,52.62699,1.29432,2016-03-11,2016-06-18
63,52.47954,-0.9044,2016-03-14,2016-11-11
57,51.51742,-0.11925,2016-03-15,2016-07-18
67,51.51843,-0.12102,2016-03-15,2016-04-18
9,51.51825,-0.11122,2016-03-18,2016-08-17
11,51.51684,-0.12749,2016-03-18,2016-04-01
4,51.51757,-0.11992,2016-03-31,2016-06-06
11,51.51684,-0.12749,2016-04-01,2016-05-17
53,51.49185,-0.22409,2016-04-05,2016-10-27
13,51.51738,-0.12013,2016-04-07,2016-09-12
30,51.56449,-0.13505,2016-04-07,2016-05-16
67,51.51843,-0.12102,2016-04-18,2016-08-17
62,51.49226,-0.22374,2016-04-20,2016-06-15
89,51.51384,-0.08682,2016-04-21,2016-10-19
76,53.4971,-2.2339,2016-05-06,2017-06-20
20,52.20175,0.12523,2016-05-08,2016-06-10
30,51.56449,-0.13505,2016-05-16,2017-06-07
90,51.51384,-0.08682,2016-05-16,2016-05-20
102,51.51757,-0.11992,2016-05-17,2016-05-25
101,51.51738,-0.12013,2016-05-17,2016-05-25
103,51.5119,-0.1282,2016-05-17,2016-05-25
84,51.51591,-0.12772,2016-05-17,2016-05-25
11,51.51684,-0.12749,2016-05-17,2016-08-19
98,51.51315,-0.13759,2016-05-18,2016-05-25
99,51.49348,-0.14133,2016-05-18,2016-05-25
92,51.51384,-0.08682,2016-05-20,2016-10-19
105,51.49333,-0.22425,2016-05-24,2016-05-24
99,51.49348,-0.14133,2016-05-25,
103,51.5119,-0.1282,2016-05-25,2017-06-19
84,51.51591,-0.12772,2016-05-25,
101,51.51738,-0.12013,2016-05-25,2016-06-21
98,51.51315,-0.13759,2016-05-25,
102,51.51757,-0.11992,2016-05-25,2018-06-05
75,51.41893,-2.58739,2016-05-27,2016-08-18
117,51.51444,-0.16221,2016-06-02,2016-11-01
112,51.51926,-0.16888,2016-06-02,2016-06-13
113,51.51706,-0.1657,2016-06-02,2016-10-20
114,51.51582,-0.16395,2016-06-02,2016-10-20
115,51.51506,-0.16315,2016-06-02,2016-09-19
116,51.5144,-0.16169,2016-06-02,2016-11-01
118,51.51434,-0.15957,2016-06-02,2016-09-19
144,51.51938,-0.16949,2016-06-03,2016-10-17
145,51.51949,-0.16917,2016-06-03,2016-10-17
119,51.51286,-0.15799,2016-06-03,2016-11-01
146,51.51611,-0.16447,2016-06-03,2016-10-20
120,51.51444,-0.14795,2016-06-06,2016-11-04
125,51.51343,-0.13601,2016-06-06,
111,51.51645,-0.13934,2016-06-06,2017-06-19
121,51.5164,-0.14004,2016-06-06,2017-08-22
151,51.51412,-0.13943,2016-06-07,2016-06-10
149,51.50782,-0.14125,2016-06-07,2016-06-17
142,51.52202,-0.15845,2016-06-07,2017-06-18
141,51.53819,-0.14216,2016-06-07,2018-06-05
133,51.50818,-0.12624,2016-06-07,
107,51.50862,-0.14421,2016-06-07,2017-03-07
108,51.524106,-0.137177,2016-06-08,
106,51.51646,-0.13053,2016-06-08,2017-11-27
109,51.51261,-0.13362,2016-06-08,2017-12-04
134,51.51197,-0.12858,2016-06-08,2017-08-21
138,51.53239,-0.10632,2016-06-08,
150,51.51507,-0.14131,2016-06-08,2016-10-10
136,52.20788,0.11932,2016-06-09,
148,51.49301,-0.22552,2016-06-09,
137,52.2061,0.1208,2016-06-10,
20,52.20175,0.12523,2016-06-10,
158,51.49239,-0.26061,2016-06-13,2016-06-17
161,51.50181,-0.19136,2016-06-13,2016-08-29
156,51.48881,-0.20566,2016-06-13,2017-08-25
162,51.45367,-2.59791,2016-06-13,
160,51.51227,-0.18743,2016-06-13,
112,51.51926,-0.16888,2016-06-13,2016-10-17
157,51.49264,-0.23038,2016-06-13,
164,51.45857,-2.58709,2016-06-13,
88,51.51384,-0.08682,2016-06-14,2016-10-19
163,51.45646,-2.60655,2016-06-14,
91,51.51384,-0.08682,2016-06-14,2016-10-19
170,51.86526,-2.24608,2016-06-15,
78,51.49255,-0.22395,2016-06-15,2016-10-28
62,51.49226,-0.22374,2016-06-15,2016-10-28
5,51.49273,-0.22426,2016-06-15,2016-10-27
171,51.8653,-2.24554,2016-06-15,
154,51.48365,-0.17678,2016-06-16,2017-05-15
175,51.50446,-0.08301,2016-06-16,2017-11-30
174,51.50321,-0.0794,2016-06-16,2016-10-18
173,51.50613,-0.08767,2016-06-16,2016-10-12
152,51.4968,-0.13991,2016-06-16,
153,51.49643,-0.14484,2016-06-16,
155,51.48932,-0.16383,2016-06-16,2017-04-10
149,51.50782,-0.14125,2016-06-17,2016-06-30
185,51.41073,-0.30224,2016-06-17,2017-03-02
182,51.41031,-0.30691,2016-06-17,2018-02-28
166,55.95093,-3.20355,2016-06-17,2017-08-15
158,51.49239,-0.26061,2016-06-17,2017-05-14
186,51.41174,-0.30312,2016-06-18,2018-03-21
172,55.94759,-3.1916,2016-06-19,2017-05-21
209,52.80229,-1.6317,2016-06-20,2017-06-28
187,51.37658,-0.10182,2016-06-21,
176,52.6285,1.29425,2016-06-21,
177,52.62686,1.29348,2016-06-21,
178,52.6271,1.29355,2016-06-21,2016-10-19
200,53.68162,-1.49583,2016-06-21,2018-05-14
191,53.68197,-1.49386,2016-06-21,2017-07-25
195,53.68205,-1.4961,2016-06-21,2018-05-14
203,53.68186,-1.49658,2016-06-21,2017-09-28
188,51.37697,-0.10207,2016-06-21,2018-02-22
197,53.68181,-1.49604,2016-06-22,2018-07-27
189,51.4051,0.01525,2016-06-22,
208,51.51086,-0.12859,2016-06-22,2016-10-12
194,53.68176,-1.49756,2016-06-22,2017-04-04
207,53.68197,-1.49614,2016-06-22,2017-07-26
190,51.4051,0.01568,2016-06-22,2018-02-22
205,53.68186,-1.49798,2016-06-23,2017-09-28
211,51.51111,-0.12556,2016-06-23,2016-07-03
193,53.68134,-1.49581,2016-06-23,2017-10-31
212,51.51326,-0.12932,2016-06-23,2016-10-12
206,53.68221,-1.49739,2016-06-23,2018-05-14
196,53.68174,-1.4961,2016-06-23,2018-05-14
210,51.51181,-0.12829,2016-06-23,2016-10-12
240,53.79789,-1.55003,2016-06-24,
241,53.79763,-1.54504,2016-06-24,2017-09-29
242,53.79735,-1.54344,2016-06-24,2016-09-13
213,51.51118,-0.13633,2016-06-24,2016-10-10
214,51.51214,-0.13131,2016-06-24,
215,51.5135,-0.14029,2016-06-27,2017-03-07
232,55.95029,-3.18762,2016-06-27,
231,55.95031,-3.18753,2016-06-27,2017-08-14
15,53.95697,-1.07959,2016-06-27,
17,53.95735,-1.07995,2016-06-27,
226,51.0684,-1.79583,2016-06-27,
225,51.06972,-1.79505,2016-06-27,
224,51.06973,-1.79535,2016-06-27,2017-07-04
223,51.06883,-1.79562,2016-06-27,2017-06-04
31,53.95737,-1.07965,2016-06-27,2016-09-13
217,51.50868,-0.14127,2016-06-27,2016-10-10
216,51.5134,-0.13864,2016-06-27,
244,55.94341,-3.20426,2016-06-27,2017-02-16
220,51.4557,-0.97239,2016-06-28,2017-03-09
221,51.45575,-0.97274,2016-06-28,2017-05-07
222,51.4557,-0.97228,2016-06-28,2017-12-05
147,51.54081,-0.1962506,2016-06-28,
16,53.95854,-1.07986,2016-06-28,
227,51.35278,-1.99617,2016-06-28,
251,53.37811,-1.47152,2016-06-29,
247,53.38304,-1.46676,2016-06-29,2016-09-27
234,52.95355,-1.14784,2016-06-29,
235,52.95431,-1.14742,2016-06-29,
249,53.38165,-1.46937,2016-06-29,
236,52.95563,-1.14953,2016-06-29,
250,53.37571,-1.47369,2016-06-29,
248,53.38034,-1.47131,2016-06-29,
192,53.68186,-1.4947,2016-06-30,2018-01-22
149,51.50782,-0.14125,2016-06-30,2017-06-06
267,53.68185,-1.49682,2016-06-30,2017-04-05
198,53.68156,-1.49677,2016-06-30,2018-07-27
199,53.68192,-1.49678,2016-06-30,2017-07-26
204,53.68157,-1.49629,2016-06-30,2018-05-14
229,50.37149,-4.14033,2016-06-30,
237,52.95181,-1.14903,2016-06-30,2017-07-24
238,52.94548,-1.16555,2016-06-30,2017-06-27
218,53.74326,-0.33761,2016-07-01,
219,53.74463,-0.34041,2016-07-01,2016-10-13
243,53.74228,-0.3378,2016-07-01,
211,51.51111,-0.12556,2016-07-03,2017-08-23
252,53.80216,-3.01218,2016-07-04,2017-06-22
253,53.81652,-3.05461,2016-07-04,2017-02-01
254,53.81814,-3.05374,2016-07-04,
246,52.95063,-1.13911,2016-07-04,
27,53.81724,-3.05427,2016-07-04,
94,50.91652,-1.45331,2016-07-04,2017-03-30
257,55.86048,-4.25269,2016-07-05,
259,55.85828,-4.25675,2016-07-05,
260,55.85798,-4.25316,2016-07-05,2016-09-15
258,55.85977,-4.25836,2016-07-05,
256,50.92192,-1.43281,2016-07-05,
255,50.90587,-1.40429,2016-07-05,
266,52.63593,-1.13361,2016-07-06,
46,52.47831,-0.91984,2016-07-06,
265,52.68437,-1.09166,2016-07-06,2017-06-28
45,52.47798,-0.91805,2016-07-06,2016-08-25
262,55.86207,-4.25489,2016-07-06,2016-10-31
261,55.86093,-4.25542,2016-07-06,2016-09-15
54,52.47776,-0.92009,2016-07-06,2017-07-23
263,55.86015,-4.25448,2016-07-06,2017-08-17
47,52.47748,-0.92211,2016-07-07,
43,52.47921,-0.92187,2016-07-07,
268,52.47899,-0.92175,2016-07-08,2017-07-23
264,55.8707,-4.13923,2016-07-09,2018-06-28
273,53.40505,-2.98251,2016-07-11,2017-02-03
271,53.40621,-2.98525,2016-07-11,2017-09-27
272,53.40528,-2.98639,2016-07-11,2017-08-02
275,53.40495,-2.98279,2016-07-12,
233,51.57993,0.18305,2016-07-12,
274,53.40452,-2.98693,2016-07-12,
245,51.57545,0.18299,2016-07-12,
97,51.4288,-0.16697,2016-07-13,
277,53.19154,-2.88422,2016-07-14,2017-10-03
282,51.5137,-0.15714,2016-07-14,2017-05-02
276,53.18956,-2.89126,2016-07-14,
278,53.19084,-2.88936,2016-07-14,
300,51.51232,-0.13311,2016-07-14,
281,54.97561,-1.61256,2016-07-15,2017-07-13
280,55.00047,-1.61906,2016-07-15,2018-06-08
279,54.97344,-1.6136,2016-07-15,
311,51.65584,-0.39698,2016-07-18,2018-01-29
286,53.49809,-2.23661,2016-07-18,2017-06-01
315,51.62778,-0.38881,2016-07-18,
310,51.54699,-0.14151,2016-07-18,
66,51.65903,-0.40062,2016-07-18,2017-06-25
57,51.51742,-0.11925,2016-07-18,2018-01-12
309,51.58157,-0.03337,2016-07-18,
308,51.54686,-0.14155,2016-07-18,
283,53.47534,-2.24163,2016-07-18,2017-10-27
285,53.48208,-2.24701,2016-07-18,2017-05-21
313,51.51517,-0.12309,2016-07-19,2017-07-17
329,51.41155,-0.30179,2016-07-19,
314,51.53664,-0.14077,2016-07-19,
287,53.48227,-2.24045,2016-07-19,2016-09-28
325,51.40864,-0.3049,2016-07-19,
39,51.41146,-0.3002,2016-07-19,
288,53.48397,-2.24464,2016-07-19,2017-12-22
291,53.48202,-2.23621,2016-07-19,2016-11-24
312,51.53292,-0.1063,2016-07-19,
321,51.45456,-0.9687,2016-07-20,2017-05-08
354,51.01714,-3.10356,2016-07-20,
239,52.97598,-0.02862,2016-07-20,2017-06-27
353,51.01471,-3.10243,2016-07-20,
352,53.54221,-2.11031,2016-07-20,
351,53.54177,-2.10923,2016-07-20,
345,52.9798,-0.022,2016-07-20,2017-10-05
307,53.79868,-1.54329,2016-07-20,2017-09-29
305,53.79928,-1.54492,2016-07-20,
304,51.51598,-0.13536,2016-07-20,2017-11-27
338,55.94436,-3.18372,2016-07-20,2017-08-15
316,51.45553,-0.97327,2016-07-20,
334,55.95197,-3.19814,2016-07-20,
318,51.45522,-0.96914,2016-07-20,
319,51.52002,-0.15198,2016-07-20,
320,51.51873,-0.13487,2016-07-20,
356,51.45985,-3.18673,2016-07-21,2017-06-05
337,51.51298,-0.30674,2016-07-21,
340,55.95919,-3.21258,2016-07-21,
324,51.48831,-0.16605,2016-07-21,
339,55.95895,-3.21111,2016-07-21,
295,51.478,-3.17619,2016-07-21,
328,51.48305,-0.17764,2016-07-21,
346,52.95205,-1.14703,2016-07-21,
331,51.51063,-0.30545,2016-07-21,
326,51.49253,-0.13929,2016-07-21,
298,51.48207,-3.17592,2016-07-21,
330,51.51132,-0.30507,2016-07-21,2016-11-28
348,52.954609,-1.151486,2016-07-21,
296,51.48253,-3.1741,2016-07-21,2017-03-09
347,52.95363,-1.14288,2016-07-21,
333,51.49247,-0.22861,2016-07-22,2016-10-28
343,55.85991,-4.25245,2016-07-22,
349,52.29203,-1.53636,2016-07-22,2016-12-02
350,52.29037,-1.53712,2016-07-22,
355,54.96268,-1.6006,2016-07-22,2017-11-09
303,51.47831,-3.17782,2016-07-22,
299,51.47843,-3.17789,2016-07-22,
297,51.48322,-3.17556,2016-07-22,
336,51.50153,-0.19214,2016-07-22,
342,55.86009,-4.24964,2016-07-22,2017-08-17
357,51.51563,-0.15834,2016-07-25,2016-11-01
335,55.94413,-3.18355,2016-07-27,2017-08-15
332,55.95551,-3.19049,2016-07-27,2016-09-01
358,51.51431,-0.16648,2016-07-27,2016-09-19
359,53.35975,-1.4876,2016-07-27,2017-05-16
360,53.3802,-1.48174,2016-07-27,2016-09-27
168,55.95216,-3.19983,2016-07-27,
270,51.514977,-0.161042,2016-07-27,2016-09-01
361,57.14615,-2.0999,2016-07-29,2017-01-09
362,57.14419,-2.1098,2016-07-29,
363,57.1467,-2.10002,2016-07-29,
364,57.14766,-2.10696,2016-07-29,
365,52.47739,-1.89342,2016-08-01,
366,52.47854,-1.8953,2016-08-01,
367,52.58449,-1.98304,2016-08-01,
7,51.49171,-0.22361,2016-08-02,2016-10-27
6,51.49215,-0.22356,2016-08-02,2016-10-27
370,52.4139,-1.7799,2016-08-02,
369,52.41305,-1.77732,2016-08-02,2016-11-30
19,51.75337,-1.26248,2016-08-03,
374,52.4073,-1.51061,2016-08-03,
373,52.40745,-1.51893,2016-08-03,
376,51.75366,-1.25871,2016-08-04,
377,51.75418,-1.25736,2016-08-04,2017-07-05
375,51.75259,-1.26566,2016-08-04,2017-09-19
378,51.75245,-1.25294,2016-08-05,2017-07-05
380,51.75312,-1.25621,2016-08-05,
385,50.82481,-0.15158,2016-08-07,
384,50.82609,-0.16083,2016-08-07,2018-06-29
389,50.82342,-0.14345,2016-08-07,2017-09-05
383,50.8316,-0.17553,2016-08-08,
382,50.83136,-0.17536,2016-08-08,2017-09-05
386,50.82382,-0.14657,2016-08-08,2017-11-06
387,50.8211,-0.14473,2016-08-08,
388,50.82315,-0.14385,2016-08-08,
390,50.82958,-0.1359,2016-08-10,
395,50.81256,-0.10654,2016-08-10,2017-03-03
394,50.82123,-0.13887,2016-08-11,
391,50.83031,-0.13614,2016-08-11,
409,50.82254,-0.14159,2016-08-11,2017-09-05
398,50.91162,-1.40429,2016-08-12,2017-11-16
396,50.92246,-1.43386,2016-08-12,
397,50.92389,-1.43573,2016-08-12,2017-07-03
399,50.90182,-1.40387,2016-08-12,
407,51.06827,-1.79406,2016-08-15,
123,51.51212,-0.14508,2016-08-15,
408,51.06836,-1.79411,2016-08-15,
126,51.51726,-0.15544,2016-08-15,2017-12-06
406,51.35231,-1.99265,2016-08-15,
124,51.5196,-0.13347,2016-08-16,
402,51.46337,-2.60719,2016-08-17,
401,51.46323,-2.60701,2016-08-17,
9,51.51825,-0.11122,2016-08-17,2017-08-10
403,51.45565,-2.60455,2016-08-17,
420,51.46733,-2.61256,2016-08-17,
67,51.51843,-0.12102,2016-08-17,2017-12-24
127,51.51001,-0.13894,2016-08-18,2017-07-02
75,51.41893,-2.58739,2016-08-18,2017-05-07
131,51.5228,-0.13664,2016-08-18,2017-11-22
165,51.45762,-2.58877,2016-08-18,
404,51.45762,-2.58966,2016-08-18,
400,51.86661,-2.24355,2016-08-19,
405,51.86199,-2.23925,2016-08-19,2017-09-21
11,51.51684,-0.12749,2016-08-19,2016-12-13
410,54.97677,-1.61528,2016-08-19,2016-09-08
130,51.51359,-0.14336,2016-08-19,
430,51.51461,-0.15028,2016-08-22,2017-10-30
411,51.01448,-3.10352,2016-08-22,
431,51.59631,-0.10938,2016-08-22,2017-08-24
412,51.01527,-3.10309,2016-08-22,
429,51.48991,-0.16318,2016-08-22,2017-12-04
419,50.75849,-1.54113,2016-08-23,
96,51.5346,-0.10595,2016-08-23,2016-11-03
418,50.75894,-1.5395,2016-08-23,2017-03-23
29,52.63654,-1.13319,2016-08-23,2017-05-15
417,50.75799,-1.54376,2016-08-23,
95,51.5346,-0.10595,2016-08-23,2016-11-03
432,51.49256,-0.26007,2016-08-24,
433,51.49338,-0.25522,2016-08-24,2017-07-27
413,50.71438,-2.43696,2016-08-24,2017-07-04
414,50.71449,-2.43669,2016-08-24,
415,50.71262,-2.43716,2016-08-24,
38,51.37525,-0.1012,2016-08-24,
424,52.63287,-1.13345,2016-08-24,
425,52.63264,-1.13319,2016-08-24,
426,52.47957,-0.92289,2016-08-25,
35,51.43471,-0.51239,2016-08-25,
45,52.47798,-0.91805,2016-08-25,
434,51.37723,-0.10211,2016-08-25,
428,52.4778,-0.92115,2016-08-25,
427,52.47991,-0.92291,2016-08-25,2017-11-27
41,51.73122,0.47458,2016-08-26,2017-09-07
421,51.12737,1.30986,2016-08-26,
436,51.48077,-0.61181,2016-08-26,2017-09-18
435,51.48123,-0.61053,2016-08-26,2017-07-27
161,51.50181,-0.19136,2016-08-29,2017-11-27
470,53.68206,-1.49739,2016-08-31,2018-05-14
442,51.75217,-1.25593,2016-08-31,
471,53.68187,-1.49453,2016-08-31,2018-05-14
472,53.68201,-1.49463,2016-08-31,2017-07-25
454,51.75295,-1.25815,2016-08-31,
473,53.68174,-1.49584,2016-08-31,2016-09-20
463,52.2096,0.11667,2016-09-01,
469,52.20631,0.12068,2016-09-01,2017-06-26
270,51.514977,-0.161042,2016-09-01,2016-10-11
439,55.95346,-3.199,2016-09-01,
447,55.95324,-3.20037,2016-09-01,
332,55.95551,-3.19049,2016-09-01,
477,53.6824,-1.49631,2016-09-01,2016-09-20
464,52.2067,0.12043,2016-09-01,
475,53.68214,-1.4977,2016-09-01,2016-10-14
451,53.48284,-2.24563,2016-09-02,
441,53.48131,-2.24637,2016-09-02,
423,54.7762,-1.57449,2016-09-02,
422,54.77607,-1.57397,2016-09-02,
476,53.68156,-1.49659,2016-09-02,2016-09-20
410,54.97677,-1.61528,2016-09-08,
466,53.19233,-2.88867,2016-09-08,
452,52.62768,1.2934,2016-09-08,
481,52.62981,1.29437,2016-09-08,
480,52.62919,1.29114,2016-09-08,2017-10-06
479,52.62927,1.30252,2016-09-08,
465,53.18975,-2.89124,2016-09-08,2017-11-01
3,51.52128,-0.1237,2016-09-11,
460,51.50126,-0.16127,2016-09-12,2016-10-04
486,53.4069,-2.98137,2016-09-12,
488,53.40475,-2.98081,2016-09-12,2018-06-13
13,51.51738,-0.12013,2016-09-12,
487,53.40624,-2.98033,2016-09-12,
489,53.40301,-2.97797,2016-09-12,
491,53.40491,-2.98572,2016-09-13,
485,51.5034,-0.07723,2016-09-13,
483,51.50445,-0.07873,2016-09-13,
450,53.79812,-1.54238,2016-09-13,
31,53.95737,-1.07965,2016-09-13,
484,53.406,-2.98566,2016-09-13,2017-08-02
242,53.79735,-1.54344,2016-09-13,2017-09-29
261,55.86093,-4.25542,2016-09-15,2017-03-02
448,55.86317,-4.25345,2016-09-15,
482,55.86488,-4.25752,2016-09-15,2017-08-16
260,55.85798,-4.25316,2016-09-15,
457,51.51243,-0.13977,2016-09-19,
115,51.51506,-0.16315,2016-09-19,2017-11-20
118,51.51434,-0.15957,2016-09-19,2018-01-19
358,51.51431,-0.16648,2016-09-19,2018-08-01
476,53.68156,-1.49659,2016-09-20,2017-12-20
473,53.68174,-1.49584,2016-09-20,2016-10-14
477,53.6824,-1.49631,2016-09-20,2017-09-28
493,51.37548,-0.101,2016-09-20,
492,51.37344,-0.10013,2016-09-20,
458,51.51269,-0.14499,2016-09-26,2018-06-11
497,51.5154,-0.13955,2016-09-27,
247,53.38304,-1.46676,2016-09-27,2017-12-18
495,51.51354,-0.13926,2016-09-27,2017-07-16
555,53.37908,-1.47051,2016-09-27,2018-01-26
546,51.51788,-0.11052,2016-09-27,2017-06-18
360,53.3802,-1.48174,2016-09-27,
537,53.79763,-1.54266,2016-09-28,
501,51.59359,-0.10717,2016-09-28,
287,53.48227,-2.24045,2016-09-28,2017-09-28
536,53.79833,-1.54366,2016-09-28,
287,53.48227,-2.24045,2016-09-28,2016-09-28
538,53.79758,-1.54048,2016-09-28,
499,51.53958,-0.14334,2016-09-28,
512,53.47841,-2.24968,2016-09-28,2017-05-11
498,51.53349,-0.10759,2016-09-28,
500,51.59283,-0.10616,2016-09-28,
510,52.95391,-1.14733,2016-09-29,
455,51.40498,0.01519,2016-09-29,
514,53.48273,-2.2419,2016-09-29,2017-04-04
502,51.4019,0.01612,2016-09-29,2017-10-26
509,52.95463,-1.14759,2016-09-29,
513,53.48276,-2.24203,2016-09-29,2018-03-19
503,51.40487,0.01517,2016-09-29,
540,53.42498,-2.32099,2016-09-29,
541,52.95569,-1.15085,2016-09-30,
511,52.95247,-1.14899,2016-09-30,
453,52.95251,-1.14758,2016-09-30,2017-07-24
533,53.19139,-2.88613,2016-10-05,
559,53.18954,-2.8911,2016-10-05,
532,53.19098,-2.88845,2016-10-05,
504,52.47784,-1.89289,2016-10-05,2018-02-05
506,52.47858,-1.89522,2016-10-05,2018-02-05
507,52.47902,-1.8996,2016-10-05,
557,51.45572,-0.97391,2016-10-06,2018-03-01
18,51.45281,-0.97052,2016-10-06,
556,51.45518,-0.97312,2016-10-06,
548,53.1893,-2.89109,2016-10-06,
547,53.18952,-2.89145,2016-10-06,
558,51.45554,-0.97419,2016-10-06,2017-11-02
560,53.19067,-2.89021,2016-10-06,
217,51.50868,-0.14127,2016-10-10,
150,51.51507,-0.14131,2016-10-10,
213,51.51118,-0.13633,2016-10-10,2017-01-27
573,51.516,-0.11949,2016-10-11,
289,53.79395,-1.75243,2016-10-11,2017-02-04
270,51.514977,-0.161042,2016-10-11,2018-06-11
574,51.51835,-0.1132,2016-10-11,
575,51.52354,-0.12346,2016-10-11,
572,53.90562,-1.69333,2016-10-11,
535,51.51728,-0.12522,2016-10-11,2017-06-27
173,51.50613,-0.08767,2016-10-12,2017-02-13
210,51.51181,-0.12829,2016-10-12,2017-02-09
212,51.51326,-0.12932,2016-10-12,2017-05-23
219,53.74463,-0.34041,2016-10-13,
534,51.51014,-0.13252,2016-10-13,
459,51.49237,-0.15687,2016-10-13,
571,51.5471,-0.17983,2016-10-13,
565,53.74471,-0.34288,2016-10-13,2018-04-05
524,50.82297,-0.14109,2016-10-14,
521,50.82208,-0.13918,2016-10-14,
437,50.82054,-0.13917,2016-10-14,
576,53.68387,-1.49569,2016-10-14,
474,53.68169,-1.49757,2016-10-14,2018-05-14
523,50.8241,-0.14365,2016-10-14,
